project_id,project_url,description,latest_commit_date,medium_term_commit_count,medium_term_distinct_author_count,medium_term_distinct_committer_count,recent_commit_count,recent_distinct_author_count,recent_distinct_committer_count,latest_pull_request_history_date,medium_term_pull_request_count,recent_pull_request_count,project_language,project_language_details_language,project_language_bytes,language_percentage,project_language_created_at,forked_from,pull_request_id,pullreq_id,intra_branch,user_id,comment_id,position,body,commit_id,created_at
30940386,https://api.github.com/repos/eclipse/rdf4j,RDF4J Project,2018-03-29 17:36:48 UTC,1098,26,24,45,5,6,2018-03-29 17:36:00 UTC,313,21,Java,java,8941754,96.923972097441734,2016-02-15 00:15:07 UTC,,17445585,584,false,7714043,89175671,10,"It doesn't, I just checked: https://github.com/eclipse/rdf4j/blob/master/eclipse-settings/codetemplates.xml",555522662,2016-11-22 18:07:57 UTC
30940386,https://api.github.com/repos/eclipse/rdf4j,RDF4J Project,2018-03-29 17:36:48 UTC,1098,26,24,45,5,6,2018-03-29 17:36:00 UTC,313,21,Java,java,8941754,96.923972097441734,2016-02-15 00:15:07 UTC,,19414748,687,false,648104,93342886,70,"Just to be clear the problem is not that `hasActiveOperations` can be called concurrently (that is by design), but that it inspects the list of Futures. It needs to lock access to that list to avoid concurrent threads modifying it _while it is looping ove",579593345,2016-12-20 22:52:38 UTC
30940386,https://api.github.com/repos/eclipse/rdf4j,RDF4J Project,2018-03-29 17:36:48 UTC,1098,26,24,45,5,6,2018-03-29 17:36:00 UTC,313,21,Java,java,8941754,96.923972097441734,2016-02-15 00:15:07 UTC,,18615733,642,false,20394,95280570,437,Can you reuse one of the existing Model implementations for this?,593645145,2017-01-10 00:48:01 UTC
30940386,https://api.github.com/repos/eclipse/rdf4j,RDF4J Project,2018-03-29 17:36:48 UTC,1098,26,24,45,5,6,2018-03-29 17:36:00 UTC,313,21,Java,java,8941754,96.923972097441734,2016-02-15 00:15:07 UTC,,15682407,224,false,7714043,71192955,21,I wasn't sure about whether is was desirable to couple the base class with this feature. General consensus seems to be that it would be acceptable so I'll push it up.,470893718,2016-07-18 17:39:44 UTC
30940386,https://api.github.com/repos/eclipse/rdf4j,RDF4J Project,2018-03-29 17:36:48 UTC,1098,26,24,45,5,6,2018-03-29 17:36:00 UTC,313,21,Java,java,8941754,96.923972097441734,2016-02-15 00:15:07 UTC,,14473845,47,true,20394,62133714,18,"If you want to use the basic mvn clean deploy without the release/nexus plugins you will need it, but I have never used the nexus plugin, so it may define all of that internally and you may be fine. :)",439334022,2016-05-04 23:54:03 UTC
30940386,https://api.github.com/repos/eclipse/rdf4j,RDF4J Project,2018-03-29 17:36:48 UTC,1098,26,24,45,5,6,2018-03-29 17:36:00 UTC,313,21,Java,java,8941754,96.923972097441734,2016-02-15 00:15:07 UTC,,17612944,595,true,20394,82328468,13,What obstacles are there to having this take EvaluationStrategy instead of a specific implementation?,525274907,2016-10-07 04:47:13 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,36060041,462,true,31982380,178269137,13,"I'm fine with adding a new helper method in `APIResource` for this, but we should ensure its usage is consistent. Obviously that shouldn't fall on you, but can you just add a ""TODO"" comment to update other model classes with subresources to use this metho",960669408,2018-03-30 10:19:05 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,30379765,417,true,32041691,147170181,9,"Would you mind giving this a slightly more specific name and adding a doc block explaining roughly what it does to the class? I think that ""type data deserializer"" is just a little too generic given that this is all related to sources.    Sorry definitely",819313926,2017-10-26 15:00:27 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,23400333,365,false,32041691,114221447,29,"Okay, can't hurt.",672943536,2017-05-01 23:14:36 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,25273543,374,true,32015086,118389056,4,Update: that test doesn't even support the old `user_id` key so I guess we're good though testing it explicitly might be worth it.,709684184,2017-05-24 23:33:39 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,23400333,365,false,1025662,112307096,71,See my comment above on why expandable fields would not work in this case.,672943536,2017-04-19 20:35:07 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,37141770,487,true,32041691,178311453,6,And same question here.,961227760,2018-03-30 15:26:01 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,35204953,452,true,31982380,177815449,21,I don't think it's necessary to check the value of every field (especially if you're using stripe-mock instead of an embedded fixture file). Mostly what we're testing here is that `fromJson` does not raise an exception.    In the other deserialization tes,959272755,2018-03-28 16:46:33 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,35204953,452,true,31982380,177812438,110,Rename to `testReject()`,959272755,2018-03-28 16:36:14 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,16719659,309,true,7942,77237022,5,"@dukehoops By default these fields get a modifier called ""package-private"" which means that they can only be used internally to the package. It's true that private might be a little better, but at least we aren't leaking an API. ",503836379,2016-09-01 19:21:06 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,5595882,130,true,128223,22009625,294,nit: normal in method names only makes sense with respect to multipart. You can probably remove it or indicate how it's different than multipart.    a. `getStripeResponse`  b. `getSinglePartStripeResponse`    are both fine,196226418,2014-12-17 21:22:05 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,6694219,149,true,128223,26638594,65,AssertNull,231658517,2015-03-18 04:10:14 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,7361740,166,true,373987,29540697,16,How about a comment here describing what this is / why it is?,252162623,2015-05-01 21:20:28 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,16769652,311,true,7942,77834466,17,Committed a small patch in ad217ff to give these getter/setters a little more breathing room.,505863596,2016-09-07 14:36:22 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,25273543,374,true,32041691,120739474,4,"Alright, I updated the fixture in 304fc78.",709684184,2017-06-07 20:43:37 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,18450942,330,true,32041691,86189947,4,"Hah, sorry for the nit, but just check leading whitespace here again (tabs).",547087598,2016-11-02 16:54:52 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,35231919,453,true,32041691,169504053,37,"Nit, but can we use `tu_123` instead? It's a convention that's at least starting to be established.",922927518,2018-02-21 00:28:18 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,9816476,228,true,7942,42155575,18,Yep! Done in 46af413.,330012266,2015-10-15 15:42:19 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,5595882,130,true,128223,22009852,118,Please check & throw an explicit exception for nullity,196226418,2014-12-17 21:25:19 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,13963563,283,true,7942,60063487,26,"Just in the interest of convention, would you mind adding setters for these as well? (e.g. `setAlipayAccount`) They won't be used in any production paths, but could be useful for testing and such.",427663554,2016-04-18 14:05:05 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,21389423,346,true,34112337,101568567,24,Same.,619397286,2017-02-16 16:48:12 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,8918114,206,false,918752,37562564,26,"yes, the default impl is returning a null PasswordAuthentication. and i've verified.  ```  scala> import java.net._  import java.net._  scala> import com.stripe._  import com.stripe._  scala> import com.stripe.model._  import com.stripe.model._  scala> va",299344387,2015-08-20 16:15:52 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,25467252,382,true,32041691,122030777,111,"So I think it's convention to have all models (even submodels) at the top level of the `model` package (for example, `EventData` and `ChargeOutcomeRule`). Just to keep inline with that pattern, I think we should rename this to something like `EphemeralKey",714115760,2017-06-14 18:37:24 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,18312166,328,true,7942,85590216,30,"And similarly here. e.g. ""Check if the JSON data is an object. If it is, it's an indication that the field has been expanded in the response.""",543959005,2016-10-28 18:53:31 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,2777046,55,true,373987,8808910,4,our currencies are lowercase,80785261,2014-01-11 04:18:42 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,5595882,130,true,128223,22009413,20,"It looks like you're not modifying these lines.     To add a file by hunk, use git interactive mode (`git add -p`)",196226418,2014-12-17 21:18:45 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,21389423,346,true,34112337,101567576,35,"Assertion order reversed on both of these assertions. Should be `assertEquals(expect, actual)` http://junit.sourceforge.net/javadoc/org/junit/Assert.html#assertEquals(java.lang.Object, java.lang.Object)",619397286,2017-02-16 16:44:21 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,5595882,130,true,128223,22010474,35,"Can you implement hashCode && equals on the `FileUpload` class, then:    1. Remove URL and any other dynamic fields - check that they match a regex.  2. call `assertEquals` on the two `FileUpload` objects",196226418,2014-12-17 21:33:29 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,5595882,130,true,128223,22009794,5,"Per IRL, I meant to say `uploadApiBase`. This is fine too, but unrelated.",196226418,2014-12-17 21:24:29 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,5595882,130,true,128223,22009759,121,"> ""Empty Stripe apiBase specified!""",196226418,2014-12-17 21:24:02 UTC
76384,https://api.github.com/repos/stripe/stripe-java,Stripe Java bindings,2018-03-30 18:53:55 UTC,855,46,45,166,10,10,2018-03-30 16:33:48 UTC,174,41,Java,java,534574,100,2016-10-13 10:14:15 UTC,,35231919,453,true,41385502,169456620,10,I think the convention from some of @jkakar-stripe PRs has been to alphabetize these but leave `id` and `object` on top?,922822677,2018-02-20 20:57:22 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,691127,101,false,146836,1853990,13,"@KevinVdV, one minor comment.    I'm assuming that we should also remove the ""VersionHistoryForm.title"" and ""VersionHistoryForm.trail"" from the corresponding i18n messages.xml file?   https://github.com/DSpace/DSpace/blob/master/dspace-xmlui/src/main/weba",18495681,2012-10-16 11:48:59 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,23384581,1707,false,75315,113958301,125,Is all this just to avoid mocking up an HttpServletRequest?,680690656,2017-04-28 15:34:19 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,6581083,884,false,5457573,26036860,47,I think that is still a problem with error ORA-00932 (direct compare CLOB and string - see above TODO comment) for oracle db. ,227866736,2015-03-09 13:00:14 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,2463103,395,false,271753,7875789,43,I really wan't to avoid such code in jsp files. Please move the retrieve logic (line 49) to the step class and just retrieve the list from a request attribute,71336360,2013-11-23 13:58:11 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,2463103,395,false,3841,7881181,50,Maybe in the case of simple embargo (the focus is the submitter so I think that the submitter want to know if you have already setted the embargo or not) the review step for bitstream section shouldn't show any information about policies settings (because,71336360,2013-11-24 23:33:31 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,34053127,1931,false,146836,163933346,22,"In several places in the PR, it looks like you replace `ListUtils` with `Collections`, but leave the `import org.apache.commons.collections4.ListUtils` in place?  Is this on purpose, or should the `import` simply be removed here?",898554683,2018-01-25 18:47:52 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,2463103,395,false,271753,7875799,8,is there any reason to put this information in the submission info object instead of use a standard request attribute?,71336360,2013-11-23 14:03:34 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,29171942,1852,false,9348262,146594658,79,"If it is always 1, do we still need this method/class?",815982514,2017-10-24 15:15:45 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,16811525,1509,false,271753,78824047,5,Not sure but the use of handle_id here looks strange to me.  I have also found this post on stackoverflow  http://stackoverflow.com/questions/27345133/use-column-name-instead-of-entity-property-in-jpql,491776171,2016-09-14 19:45:10 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,266506,75,false,31455,1468943,30,"Apologies for not having time to go verify this on my own at the moment, but while I'm thinking about it, is the checking to make sure this group isn't assigned elsewhere in the repository done inside Group.delete()?",7407259,2012-08-27 19:26:36 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,2361326,372,false,283631,7343773,23,I just tried this out and e.getMessage returned null. ,68093214,2013-10-31 13:57:53 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,34008065,1929,false,9348262,164707238,129,I think that if-tests `if (idx == to && to<from)` and `if (idx == to && to>from)` can be collapsed to `if (idx == to)` because the code inside the if-test is the same.,902774829,2018-01-30 11:02:12 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,16397972,1497,false,146836,75541847,8,"Minor note... you can strip out all these comments, as they don't need to be in the code itself (and they just describe why you changed the below line).      Instead, if you want to explain this difference, you can do so in the PR description/comments.",496736119,2016-08-19 19:51:06 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,9077308,1035,false,146837,38097070,7,Oooops.... this was from another change I was working on that is completely untested & has nothing to do with the removal of the BundleBItstream object. Reverted this change in a new commit.,306635224,2015-08-27 11:54:42 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,6581083,884,false,5457573,26047173,47,"I agree. I tried the oracle string conversion functions for VARCHAR2, but without success. Always ended with an error ORA-00932. I think that is no way to use identical code for both DBMS, except change datatype CLOB to VARCHAR2 of column TEXT_VALUE of ta",227866736,2015-03-09 14:48:58 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,12768807,1330,false,146837,55347783,50,String isn't properly closed.,400437901,2016-03-08 11:37:59 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,1452185,212,false,271753,4675659,25,this should be retrieved as attribute attached to the request (set it in the servlet side),40162040,2013-06-13 07:52:12 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,30706965,1881,false,9348262,154659744,121,"I think that currently we synchronise our threads a bit too much. I think this results in all REST API calls to go sequentially through this lock. Additionally, we might think about not checking Flyway for each and every REST API call. But I'll take that ",845433232,2017-12-04 14:19:53 UTC
37843,https://api.github.com/repos/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,2018-03-30 18:29:18 UTC,2305,98,87,214,20,16,2018-03-30 18:29:21 UTC,888,126,Java,java,14435902,83.163240998811361,2016-10-11 22:32:42 UTC,,13462660,1344,false,146836,57953353,34,"@bram-atmire : one thing I just realized.  The configs in `local.cfg.EXAMPLE` are commented out on purpose (because the defaults all reside in dspace.cfg, and *everything* is optional in `local.cfg`).  So, this PR likely needs also change default settings",416469081,2016-03-30 19:59:49 UTC
